dateRep,cases,deaths,countriesAndTerritories
06/03/2020,3,0,Lebanon
03/03/2020,3,0,Lebanon
02/03/2020,6,0,Lebanon
01/03/2020,1,0,Lebanon
29/02/2020,0,0,Lebanon
28/02/2020,1,0,Lebanon
27/02/2020,1,0,Lebanon
26/02/2020,0,0,Lebanon
25/02/2020,0,0,Lebanon
24/02/2020,0,0,Lebanon
23/02/2020,0,0,Lebanon
22/02/2020,1,0,Lebanon
21/02/2020,0,0,Lebanon
20/02/2020,0,0,Lebanon
19/02/2020,0,0,Lebanon
18/02/2020,0,0,Lebanon
17/02/2020,0,0,Lebanon
16/02/2020,0,0,Lebanon
15/02/2020,0,0,Lebanon
14/02/2020,0,0,Lebanon
13/02/2020,0,0,Lebanon
12/02/2020,0,0,Lebanon
11/02/2020,0,0,Lebanon
10/02/2020,0,0,Lebanon
09/02/2020,0,0,Lebanon
08/02/2020,0,0,Lebanon
07/02/2020,0,0,Lebanon
06/02/2020,0,0,Lebanon
05/02/2020,0,0,Lebanon
04/02/2020,0,0,Lebanon
03/02/2020,0,0,Lebanon
02/02/2020,0,0,Lebanon
01/02/2020,0,0,Lebanon
31/01/2020,0,0,Lebanon
30/01/2020,0,0,Lebanon
29/01/2020,0,0,Lebanon
28/01/2020,0,0,Lebanon
27/01/2020,0,0,Lebanon
26/01/2020,0,0,Lebanon
25/01/2020,0,0,Lebanon
24/01/2020,0,0,Lebanon
23/01/2020,0,0,Lebanon
22/01/2020,0,0,Lebanon
21/01/2020,0,0,Lebanon
20/01/2020,0,0,Lebanon
19/01/2020,0,0,Lebanon
18/01/2020,0,0,Lebanon
17/01/2020,0,0,Lebanon
16/01/2020,0,0,Lebanon
15/01/2020,0,0,Lebanon
14/01/2020,0,0,Lebanon
13/01/2020,0,0,Lebanon
12/01/2020,0,0,Lebanon
11/01/2020,0,0,Lebanon
10/01/2020,0,0,Lebanon
09/01/2020,0,0,Lebanon
08/01/2020,0,0,Lebanon
07/01/2020,0,0,Lebanon
06/01/2020,0,0,Lebanon
05/01/2020,0,0,Lebanon
04/01/2020,0,0,Lebanon
03/01/2020,0,0,Lebanon
02/01/2020,0,0,Lebanon
01/01/2020,0,0,Lebanon
31/12/2019,0,0,Lebanon
06/04/2020,3,2,Liberia
05/04/2020,3,1,Liberia
04/04/2020,1,0,Liberia
03/04/2020,0,0,Liberia
02/04/2020,3,0,Liberia
01/04/2020,0,0,Liberia
31/03/2020,0,0,Liberia
30/03/2020,0,0,Liberia
29/03/2020,0,0,Liberia
28/03/2020,0,0,Liberia
27/03/2020,0,0,Liberia
26/03/2020,0,0,Liberia
25/03/2020,0,0,Liberia
24/03/2020,0,0,Liberia
23/03/2020,0,0,Liberia
22/03/2020,1,0,Liberia
21/03/2020,0,0,Liberia
20/03/2020,0,0,Liberia
19/03/2020,0,0,Liberia
18/03/2020,1,0,Liberia
17/03/2020,1,0,Liberia
06/04/2020,0,0,Libya
05/04/2020,7,0,Libya
04/04/2020,0,0,Libya
03/04/2020,1,1,Libya
02/04/2020,0,0,Libya
01/04/2020,2,0,Libya
31/03/2020,0,0,Libya
30/03/2020,7,0,Libya
29/03/2020,0,0,Libya
28/03/2020,0,0,Libya
27/03/2020,0,0,Libya
26/03/2020,0,0,Libya
25/03/2020,1,0,Libya
06/04/2020,1,0,Liechtenstein
05/04/2020,2,1,Liechtenstein
04/04/2020,0,0,Liechtenstein
03/04/2020,3,0,Liechtenstein
02/04/2020,4,0,Liechtenstein
01/04/2020,4,0,Liechtenstein
31/03/2020,2,0,Liechtenstein
30/03/2020,1,0,Liechtenstein
29/03/2020,1,0,Liechtenstein
28/03/2020,4,0,Liechtenstein
27/03/2020,5,0,Liechtenstein
26/03/2020,4,0,Liechtenstein
25/03/2020,1,0,Liechtenstein
24/03/2020,0,0,Liechtenstein
23/03/2020,10,0,Liechtenstein
22/03/2020,2,0,Liechtenstein
21/03/2020,9,0,Liechtenstein
20/03/2020,0,0,Liechtenstein
19/03/2020,18,0,Liechtenstein
18/03/2020,0,0,Liechtenstein
17/03/2020,0,0,Liechtenstein
16/03/2020,3,0,Liechtenstein
15/03/2020,0,0,Liechtenstein
14/03/2020,0,0,Liechtenstein
13/03/2020,1,0,Liechtenstein
12/03/2020,2,0,Liechtenstein
05/03/2020,1,0,Liechtenstein
06/04/2020,40,4,Lithuania
05/04/2020,0,0,Lithuania
04/04/2020,122,0,Lithuania
03/04/2020,68,1,Lithuania
02/04/2020,48,1,Lithuania
01/04/2020,49,0,Lithuania
31/03/2020,0,0,Lithuania
30/03/2020,90,0,Lithuania
29/03/2020,36,2,Lithuania
28/03/2020,59,1,Lithuania
27/03/2020,25,0,Lithuania
26/03/2020,65,2,Lithuania
25/03/2020,30,1,Lithuania
24/03/2020,36,0,Lithuania
23/03/2020,38,0,Lithuania
22/03/2020,36,0,Lithuania
21/03/2020,21,1,Lithuania
20/03/2020,15,0,Lithuania
19/03/2020,8,0,Lithuania
18/03/2020,8,0,Lithuania
17/03/2020,3,0,Lithuania
16/03/2020,5,0,Lithuania
15/03/2020,3,0,Lithuania
14/03/2020,3,0,Lithuania
12/03/2020,0,0,Lithuania
11/03/2020,2,0,Lithuania
02/03/2020,0,0,Lithuania
01/03/2020,0,0,Lithuania
29/02/2020,0,0,Lithuania
28/02/2020,1,0,Lithuania
27/02/2020,0,0,Lithuania
26/02/2020,0,0,Lithuania
25/02/2020,0,0,Lithuania
24/02/2020,0,0,Lithuania
23/02/2020,0,0,Lithuania
22/02/2020,0,0,Lithuania
21/02/2020,0,0,Lithuania
20/02/2020,0,0,Lithuania
19/02/2020,0,0,Lithuania
18/02/2020,0,0,Lithuania
17/02/2020,0,0,Lithuania
16/02/2020,0,0,Lithuania
15/02/2020,0,0,Lithuania
14/02/2020,0,0,Lithuania
13/02/2020,0,0,Lithuania
12/02/2020,0,0,Lithuania
11/02/2020,0,0,Lithuania
10/02/2020,0,0,Lithuania
09/02/2020,0,0,Lithuania
08/02/2020,0,0,Lithuania
07/02/2020,0,0,Lithuania
06/02/2020,0,0,Lithuania
05/02/2020,0,0,Lithuania
04/02/2020,0,0,Lithuania
03/02/2020,0,0,Lithuania
02/02/2020,0,0,Lithuania
01/02/2020,0,0,Lithuania
31/01/2020,0,0,Lithuania
30/01/2020,0,0,Lithuania
29/01/2020,0,0,Lithuania
28/01/2020,0,0,Lithuania
27/01/2020,0,0,Lithuania
26/01/2020,0,0,Lithuania
25/01/2020,0,0,Lithuania
24/01/2020,0,0,Lithuania
23/01/2020,0,0,Lithuania
22/01/2020,0,0,Lithuania
21/01/2020,0,0,Lithuania
20/01/2020,0,0,Lithuania
19/01/2020,0,0,Lithuania
18/01/2020,0,0,Lithuania
17/01/2020,0,0,Lithuania
16/01/2020,0,0,Lithuania
15/01/2020,0,0,Lithuania
14/01/2020,0,0,Lithuania
13/01/2020,0,0,Lithuania
12/01/2020,0,0,Lithuania
11/01/2020,0,0,Lithuania
10/01/2020,0,0,Lithuania
09/01/2020,0,0,Lithuania
08/01/2020,0,0,Lithuania
07/01/2020,0,0,Lithuania
06/01/2020,0,0,Lithuania
05/01/2020,0,0,Lithuania
04/01/2020,0,0,Lithuania
03/01/2020,0,0,Lithuania
02/01/2020,0,0,Lithuania
01/01/2020,0,0,Lithuania
31/12/2019,0,0,Lithuania
06/04/2020,75,5,Luxembourg
05/04/2020,117,0,Luxembourg
04/04/2020,125,1,Luxembourg
03/04/2020,168,1,Luxembourg
02/04/2020,141,6,Luxembourg
01/04/2020,190,1,Luxembourg
31/03/2020,38,1,Luxembourg
30/03/2020,119,3,Luxembourg
29/03/2020,226,3,Luxembourg
28/03/2020,152,6,Luxembourg
27/03/2020,120,1,Luxembourg
26/03/2020,234,0,Luxembourg
25/03/2020,224,0,Luxembourg
24/03/2020,77,0,Luxembourg
23/03/2020,128,0,Luxembourg
22/03/2020,186,3,Luxembourg
21/03/2020,139,1,Luxembourg
20/03/2020,135,2,Luxembourg
19/03/2020,70,1,Luxembourg
18/03/2020,59,0,Luxembourg
17/03/2020,4,0,Luxembourg
16/03/2020,39,0,Luxembourg
14/03/2020,12,1,Luxembourg
13/03/2020,19,0,Luxembourg
12/03/2020,0,0,Luxembourg
11/03/2020,2,0,Luxembourg
09/03/2020,2,0,Luxembourg
07/03/2020,2,0,Luxembourg
02/03/2020,0,0,Luxembourg
01/03/2020,1,0,Luxembourg
29/02/2020,0,0,Luxembourg
28/02/2020,0,0,Luxembourg
27/02/2020,0,0,Luxembourg
26/02/2020,0,0,Luxembourg
25/02/2020,0,0,Luxembourg
24/02/2020,0,0,Luxembourg
23/02/2020,0,0,Luxembourg
22/02/2020,0,0,Luxembourg
21/02/2020,0,0,Luxembourg
20/02/2020,0,0,Luxembourg
19/02/2020,0,0,Luxembourg
18/02/2020,0,0,Luxembourg
17/02/2020,0,0,Luxembourg
16/02/2020,0,0,Luxembourg
15/02/2020,0,0,Luxembourg
14/02/2020,0,0,Luxembourg
13/02/2020,0,0,Luxembourg
12/02/2020,0,0,Luxembourg
11/02/2020,0,0,Luxembourg
10/02/2020,0,0,Luxembourg
09/02/2020,0,0,Luxembourg
08/02/2020,0,0,Luxembourg
07/02/2020,0,0,Luxembourg
06/02/2020,0,0,Luxembourg
05/02/2020,0,0,Luxembourg
04/02/2020,0,0,Luxembourg
03/02/2020,0,0,Luxembourg
02/02/2020,0,0,Luxembourg
01/02/2020,0,0,Luxembourg
31/01/2020,0,0,Luxembourg
30/01/2020,0,0,Luxembourg
29/01/2020,0,0,Luxembourg
28/01/2020,0,0,Luxembourg
27/01/2020,0,0,Luxembourg
26/01/2020,0,0,Luxembourg
25/01/2020,0,0,Luxembourg
24/01/2020,0,0,Luxembourg
23/01/2020,0,0,Luxembourg
22/01/2020,0,0,Luxembourg
21/01/2020,0,0,Luxembourg
20/01/2020,0,0,Luxembourg
19/01/2020,0,0,Luxembourg
18/01/2020,0,0,Luxembourg
17/01/2020,0,0,Luxembourg
16/01/2020,0,0,Luxembourg
15/01/2020,0,0,Luxembourg
14/01/2020,0,0,Luxembourg
13/01/2020,0,0,Luxembourg
12/01/2020,0,0,Luxembourg
11/01/2020,0,0,Luxembourg
10/01/2020,0,0,Luxembourg
09/01/2020,0,0,Luxembourg
08/01/2020,0,0,Luxembourg
07/01/2020,0,0,Luxembourg
06/01/2020,0,0,Luxembourg
05/01/2020,0,0,Luxembourg
04/01/2020,0,0,Luxembourg
03/01/2020,0,0,Luxembourg
02/01/2020,0,0,Luxembourg
01/01/2020,0,0,Luxembourg
31/12/2019,0,0,Luxembourg
06/04/2020,1,0,Madagascar
05/04/2020,6,0,Madagascar
04/04/2020,6,0,Madagascar
03/04/2020,5,0,Madagascar
02/04/2020,8,0,Madagascar
01/04/2020,2,0,Madagascar
31/03/2020,7,0,Madagascar
30/03/2020,9,0,Madagascar
29/03/2020,4,0,Madagascar
28/03/2020,1,0,Madagascar
27/03/2020,4,0,Madagascar
26/03/2020,0,0,Madagascar
25/03/2020,2,0,Madagascar
24/03/2020,14,0,Madagascar
23/03/2020,0,0,Madagascar
22/03/2020,0,0,Madagascar
21/03/2020,3,0,Madagascar
06/04/2020,0,0,Malawi
05/04/2020,1,0,Malawi
04/04/2020,0,0,Malawi
03/04/2020,3,0,Malawi
06/04/2020,179,4,Malaysia
05/04/2020,150,4,Malaysia
04/04/2020,217,3,Malaysia
03/04/2020,208,5,Malaysia
02/04/2020,282,8,Malaysia
01/04/2020,0,0,Malaysia
31/03/2020,156,3,Malaysia
30/03/2020,150,7,Malaysia
29/03/2020,159,1,Malaysia
28/03/2020,130,3,Malaysia
27/03/2020,235,4,Malaysia
26/03/2020,172,4,Malaysia
25/03/2020,106,1,Malaysia
24/03/2020,212,4,Malaysia
23/03/2020,123,6,Malaysia
22/03/2020,153,2,Malaysia
21/03/2020,130,0,Malaysia
20/03/2020,110,0,Malaysia
19/03/2020,117,0,Malaysia
18/03/2020,120,2,Malaysia
17/03/2020,125,0,Malaysia
16/03/2020,190,0,Malaysia
15/03/2020,41,0,Malaysia
14/03/2020,39,0,Malaysia
13/03/2020,9,0,Malaysia
12/03/2020,20,0,Malaysia
11/03/2020,12,0,Malaysia
10/03/2020,18,0,Malaysia
09/03/2020,6,0,Malaysia
08/03/2020,10,0,Malaysia
07/03/2020,33,0,Malaysia
06/03/2020,0,0,Malaysia
05/03/2020,14,0,Malaysia
04/03/2020,7,0,Malaysia
02/03/2020,4,0,Malaysia
01/03/2020,0,0,Malaysia
29/02/2020,2,0,Malaysia
28/02/2020,1,0,Malaysia
27/02/2020,0,0,Malaysia
26/02/2020,0,0,Malaysia
25/02/2020,0,0,Malaysia
24/02/2020,0,0,Malaysia
23/02/2020,0,0,Malaysia
22/02/2020,0,0,Malaysia
21/02/2020,0,0,Malaysia
20/02/2020,0,0,Malaysia
19/02/2020,0,0,Malaysia
18/02/2020,0,0,Malaysia
17/02/2020,0,0,Malaysia
16/02/2020,1,0,Malaysia
15/02/2020,2,0,Malaysia
14/02/2020,1,0,Malaysia
13/02/2020,0,0,Malaysia
12/02/2020,0,0,Malaysia
11/02/2020,0,0,Malaysia
10/02/2020,2,0,Malaysia
09/02/2020,1,0,Malaysia
08/02/2020,1,0,Malaysia
07/02/2020,2,0,Malaysia
06/02/2020,2,0,Malaysia
05/02/2020,2,0,Malaysia
04/02/2020,0,0,Malaysia
03/02/2020,0,0,Malaysia
02/02/2020,0,0,Malaysia
01/02/2020,0,0,Malaysia
31/01/2020,1,0,Malaysia
30/01/2020,0,0,Malaysia
29/01/2020,3,0,Malaysia
28/01/2020,0,0,Malaysia
27/01/2020,0,0,Malaysia
26/01/2020,1,0,Malaysia
25/01/2020,3,0,Malaysia
24/01/2020,0,0,Malaysia
23/01/2020,0,0,Malaysia
22/01/2020,0,0,Malaysia
21/01/2020,0,0,Malaysia
20/01/2020,0,0,Malaysia
19/01/2020,0,0,Malaysia
18/01/2020,0,0,Malaysia
17/01/2020,0,0,Malaysia
16/01/2020,0,0,Malaysia
15/01/2020,0,0,Malaysia
14/01/2020,0,0,Malaysia
13/01/2020,0,0,Malaysia
12/01/2020,0,0,Malaysia
11/01/2020,0,0,Malaysia
10/01/2020,0,0,Malaysia
09/01/2020,0,0,Malaysia
08/01/2020,0,0,Malaysia
07/01/2020,0,0,Malaysia
06/01/2020,0,0,Malaysia
05/01/2020,0,0,Malaysia
04/01/2020,0,0,Malaysia
03/01/2020,0,0,Malaysia
02/01/2020,0,0,Malaysia
01/01/2020,0,0,Malaysia
31/12/2019,0,0,Malaysia
06/04/2020,0,0,Maldives
05/04/2020,0,0,Maldives
04/04/2020,0,0,Maldives
03/04/2020,0,0,Maldives
02/04/2020,1,0,Maldives
01/04/2020,1,0,Maldives
31/03/2020,0,0,Maldives
30/03/2020,1,0,Maldives
29/03/2020,2,0,Maldives
28/03/2020,1,0,Maldives
27/03/2020,0,0,Maldives
26/03/2020,0,0,Maldives
25/03/2020,0,0,Maldives
24/03/2020,0,0,Maldives
23/03/2020,0,0,Maldives
22/03/2020,0,0,Maldives
21/03/2020,0,0,Maldives
20/03/2020,0,0,Maldives
19/03/2020,0,0,Maldives
18/03/2020,0,0,Maldives
17/03/2020,0,0,Maldives
16/03/2020,4,0,Maldives
15/03/2020,0,0,Maldives
14/03/2020,1,0,Maldives
12/03/2020,2,0,Maldives
11/03/2020,2,0,Maldives
09/03/2020,2,0,Maldives
08/03/2020,2,0,Maldives
06/04/2020,4,2,Mali
05/04/2020,2,0,Mali
04/04/2020,3,0,Mali
03/04/2020,8,2,Mali
02/04/2020,10,0,Mali
01/04/2020,0,1,Mali
31/03/2020,0,0,Mali
30/03/2020,9,0,Mali
29/03/2020,5,0,Mali
28/03/2020,0,0,Mali
27/03/2020,2,0,Mali
26/03/2020,2,0,Mali
06/04/2020,21,0,Malta
05/04/2020,11,0,Malta
04/04/2020,7,0,Malta
03/04/2020,7,0,Malta
02/04/2020,21,0,Malta
01/04/2020,11,0,Malta
31/03/2020,5,0,Malta
30/03/2020,2,0,Malta
29/03/2020,10,0,Malta
28/03/2020,5,0,Malta
27/03/2020,5,0,Malta
26/03/2020,9,0,Malta
25/03/2020,13,0,Malta
24/03/2020,17,0,Malta
23/03/2020,17,0,Malta
22/03/2020,9,0,Malta
21/03/2020,11,0,Malta
20/03/2020,5,0,Malta
19/03/2020,10,0,Malta
18/03/2020,8,0,Malta
17/03/2020,9,0,Malta
16/03/2020,3,0,Malta
15/03/2020,6,0,Malta
14/03/2020,3,0,Malta
13/03/2020,3,0,Malta
12/03/2020,2,0,Malta
10/03/2020,1,0,Malta
08/03/2020,3,0,Malta
06/04/2020,0,0,Mauritania
05/04/2020,0,0,Mauritania
04/04/2020,0,0,Mauritania
03/04/2020,1,1,Mauritania
02/04/2020,0,0,Mauritania
01/04/2020,0,0,Mauritania
31/03/2020,0,0,Mauritania
30/03/2020,0,0,Mauritania
29/03/2020,2,0,Mauritania
28/03/2020,0,0,Mauritania
27/03/2020,1,0,Mauritania
26/03/2020,0,0,Mauritania
25/03/2020,0,0,Mauritania
24/03/2020,0,0,Mauritania
23/03/2020,0,0,Mauritania
22/03/2020,0,0,Mauritania
21/03/2020,0,0,Mauritania
20/03/2020,1,0,Mauritania
19/03/2020,0,0,Mauritania
18/03/2020,0,0,Mauritania
17/03/2020,0,0,Mauritania
16/03/2020,0,0,Mauritania
15/03/2020,1,0,Mauritania
06/04/2020,31,0,Mauritius
05/04/2020,10,0,Mauritius
04/04/2020,17,0,Mauritius
03/04/2020,15,2,Mauritius
02/04/2020,11,2,Mauritius
01/04/2020,15,0,Mauritius
31/03/2020,18,0,Mauritius
30/03/2020,8,1,Mauritius
29/03/2020,8,0,Mauritius
28/03/2020,13,0,Mauritius
27/03/2020,33,0,Mauritius
26/03/2020,6,0,Mauritius
25/03/2020,6,0,Mauritius
24/03/2020,8,0,Mauritius
23/03/2020,14,1,Mauritius
22/03/2020,2,1,Mauritius
21/03/2020,9,0,Mauritius
20/03/2020,3,0,Mauritius
06/04/2020,253,15,Mexico
05/04/2020,202,19,Mexico
04/04/2020,310,23,Mexico
03/04/2020,0,0,Mexico
02/04/2020,163,8,Mexico
01/04/2020,121,1,Mexico
31/03/2020,101,8,Mexico
30/03/2020,145,4,Mexico
29/03/2020,131,4,Mexico
28/03/2020,132,4,Mexico
27/03/2020,110,3,Mexico
26/03/2020,70,0,Mexico
25/03/2020,38,1,Mexico
24/03/2020,51,2,Mexico
23/03/2020,65,0,Mexico
22/03/2020,48,0,Mexico
21/03/2020,39,2,Mexico
20/03/2020,46,0,Mexico
19/03/2020,25,0,Mexico
18/03/2020,11,0,Mexico
17/03/2020,29,0,Mexico
16/03/2020,12,0,Mexico
15/03/2020,15,0,Mexico
14/03/2020,10,0,Mexico
13/03/2020,5,0,Mexico
12/03/2020,4,0,Mexico
09/03/2020,2,0,Mexico
02/03/2020,1,0,Mexico
01/03/2020,2,0,Mexico
29/02/2020,2,0,Mexico
28/02/2020,0,0,Mexico
27/02/2020,0,0,Mexico
26/02/2020,0,0,Mexico
25/02/2020,0,0,Mexico
24/02/2020,0,0,Mexico
23/02/2020,0,0,Mexico
22/02/2020,0,0,Mexico
21/02/2020,0,0,Mexico
20/02/2020,0,0,Mexico
19/02/2020,0,0,Mexico
18/02/2020,0,0,Mexico
17/02/2020,0,0,Mexico
16/02/2020,0,0,Mexico
15/02/2020,0,0,Mexico
14/02/2020,0,0,Mexico
13/02/2020,0,0,Mexico
12/02/2020,0,0,Mexico
11/02/2020,0,0,Mexico
10/02/2020,0,0,Mexico
09/02/2020,0,0,Mexico
08/02/2020,0,0,Mexico
07/02/2020,0,0,Mexico
06/02/2020,0,0,Mexico
05/02/2020,0,0,Mexico
04/02/2020,0,0,Mexico
03/02/2020,0,0,Mexico
02/02/2020,0,0,Mexico
01/02/2020,0,0,Mexico
31/01/2020,0,0,Mexico
30/01/2020,0,0,Mexico
29/01/2020,0,0,Mexico
28/01/2020,0,0,Mexico
27/01/2020,0,0,Mexico
26/01/2020,0,0,Mexico
25/01/2020,0,0,Mexico
24/01/2020,0,0,Mexico
23/01/2020,0,0,Mexico
22/01/2020,0,0,Mexico
21/01/2020,0,0,Mexico
20/01/2020,0,0,Mexico
19/01/2020,0,0,Mexico
18/01/2020,0,0,Mexico
17/01/2020,0,0,Mexico
16/01/2020,0,0,Mexico
15/01/2020,0,0,Mexico
14/01/2020,0,0,Mexico
13/01/2020,0,0,Mexico
12/01/2020,0,0,Mexico
11/01/2020,0,0,Mexico
10/01/2020,0,0,Mexico
09/01/2020,0,0,Mexico
08/01/2020,0,0,Mexico
07/01/2020,0,0,Mexico
06/01/2020,0,0,Mexico
05/01/2020,0,0,Mexico
04/01/2020,0,0,Mexico
03/01/2020,0,0,Mexico
02/01/2020,0,0,Mexico
01/01/2020,0,0,Mexico
31/12/2019,0,0,Mexico
06/04/2020,112,3,Moldova
05/04/2020,161,4,Moldova
04/04/2020,86,2,Moldova
03/04/2020,82,1,Moldova
02/04/2020,70,1,Moldova
01/04/2020,55,2,Moldova
31/03/2020,35,0,Moldova
30/03/2020,32,0,Moldova
29/03/2020,32,0,Moldova
28/03/2020,22,1,Moldova
27/03/2020,28,0,Moldova
26/03/2020,24,0,Moldova
25/03/2020,16,0,Moldova
24/03/2020,15,0,Moldova
23/03/2020,14,0,Moldova
22/03/2020,14,0,Moldova
21/03/2020,17,0,Moldova
20/03/2020,13,0,Moldova
19/03/2020,6,1,Moldova
18/03/2020,1,0,Moldova
17/03/2020,6,0,Moldova
16/03/2020,3,0,Moldova
15/03/2020,12,0,Moldova
14/03/2020,2,0,Moldova
13/03/2020,2,0,Moldova
12/03/2020,1,0,Moldova
11/03/2020,2,0,Moldova
08/03/2020,1,0,Moldova
06/04/2020,7,0,Monaco
05/04/2020,2,2,Monaco
04/04/2020,4,0,Monaco
03/04/2020,5,0,Monaco
02/04/2020,3,0,Monaco
01/04/2020,3,0,Monaco
31/03/2020,3,0,Monaco
30/03/2020,3,0,Monaco
29/03/2020,1,0,Monaco
28/03/2020,9,0,Monaco
27/03/2020,2,0,Monaco
26/03/2020,4,0,Monaco
25/03/2020,4,0,Monaco
24/03/2020,0,0,Monaco
23/03/2020,5,0,Monaco
22/03/2020,6,0,Monaco
21/03/2020,1,0,Monaco
20/03/2020,2,0,Monaco
19/03/2020,0,0,Monaco
18/03/2020,0,0,Monaco
17/03/2020,2,0,Monaco
16/03/2020,4,0,Monaco
15/03/2020,2,0,Monaco
02/03/2020,0,0,Monaco
01/03/2020,0,0,Monaco
29/02/2020,1,0,Monaco
28/02/2020,0,0,Monaco
27/02/2020,0,0,Monaco
26/02/2020,0,0,Monaco
25/02/2020,0,0,Monaco
24/02/2020,0,0,Monaco
23/02/2020,0,0,Monaco
22/02/2020,0,0,Monaco
21/02/2020,0,0,Monaco
20/02/2020,0,0,Monaco
19/02/2020,0,0,Monaco
18/02/2020,0,0,Monaco
17/02/2020,0,0,Monaco
16/02/2020,0,0,Monaco
15/02/2020,0,0,Monaco
14/02/2020,0,0,Monaco
13/02/2020,0,0,Monaco
12/02/2020,0,0,Monaco
11/02/2020,0,0,Monaco
10/02/2020,0,0,Monaco
09/02/2020,0,0,Monaco
08/02/2020,0,0,Monaco
07/02/2020,0,0,Monaco
06/02/2020,0,0,Monaco
05/02/2020,0,0,Monaco
04/02/2020,0,0,Monaco
03/02/2020,0,0,Monaco
02/02/2020,0,0,Monaco
01/02/2020,0,0,Monaco
31/01/2020,0,0,Monaco
30/01/2020,0,0,Monaco
29/01/2020,0,0,Monaco
28/01/2020,0,0,Monaco
27/01/2020,0,0,Monaco
26/01/2020,0,0,Monaco
25/01/2020,0,0,Monaco
24/01/2020,0,0,Monaco
23/01/2020,0,0,Monaco
22/01/2020,0,0,Monaco
21/01/2020,0,0,Monaco
20/01/2020,0,0,Monaco
19/01/2020,0,0,Monaco
18/01/2020,0,0,Monaco
17/01/2020,0,0,Monaco
16/01/2020,0,0,Monaco
15/01/2020,0,0,Monaco
14/01/2020,0,0,Monaco
13/01/2020,0,0,Monaco
12/01/2020,0,0,Monaco
11/01/2020,0,0,Monaco
10/01/2020,0,0,Monaco
09/01/2020,0,0,Monaco
08/01/2020,0,0,Monaco
07/01/2020,0,0,Monaco
06/01/2020,0,0,Monaco
05/01/2020,0,0,Monaco
04/01/2020,0,0,Monaco
03/01/2020,0,0,Monaco
02/01/2020,0,0,Monaco
01/01/2020,0,0,Monaco
31/12/2019,0,0,Monaco
06/04/2020,0,0,Mongolia
05/04/2020,0,0,Mongolia
04/04/2020,0,0,Mongolia
03/04/2020,0,0,Mongolia
02/04/2020,2,0,Mongolia
01/04/2020,0,0,Mongolia
31/03/2020,0,0,Mongolia
30/03/2020,0,0,Mongolia
29/03/2020,1,0,Mongolia
28/03/2020,0,0,Mongolia
27/03/2020,1,0,Mongolia
26/03/2020,0,0,Mongolia
25/03/2020,0,0,Mongolia
24/03/2020,0,0,Mongolia
23/03/2020,0,0,Mongolia
22/03/2020,4,0,Mongolia
21/03/2020,1,0,Mongolia
20/03/2020,0,0,Mongolia
19/03/2020,1,0,Mongolia
18/03/2020,3,0,Mongolia
15/03/2020,0,0,Mongolia
10/03/2020,1,0,Mongolia
06/04/2020,13,0,Montenegro
05/04/2020,27,0,Montenegro
04/04/2020,30,0,Montenegro
03/04/2020,21,1,Montenegro
02/04/2020,14,0,Montenegro
01/04/2020,18,0,Montenegro
31/03/2020,6,0,Montenegro
30/03/2020,1,0,Montenegro
29/03/2020,9,0,Montenegro
28/03/2020,8,0,Montenegro
27/03/2020,14,1,Montenegro
26/03/2020,6,0,Montenegro
25/03/2020,20,0,Montenegro
24/03/2020,6,0,Montenegro
23/03/2020,7,0,Montenegro
22/03/2020,0,0,Montenegro
21/03/2020,1,0,Montenegro
20/03/2020,5,0,Montenegro
19/03/2020,6,0,Montenegro
18/03/2020,2,0,Montenegro
06/04/2020,0,0,Montserrat
05/04/2020,1,0,Montserrat
04/04/2020,0,0,Montserrat
03/04/2020,0,0,Montserrat
02/04/2020,0,0,Montserrat
31/03/2020,0,0,Montserrat
30/03/2020,0,0,Montserrat
29/03/2020,0,0,Montserrat
28/03/2020,0,0,Montserrat
27/03/2020,4,0,Montserrat
26/03/2020,0,0,Montserrat
25/03/2020,0,0,Montserrat
24/03/2020,0,0,Montserrat
23/03/2020,0,0,Montserrat
22/03/2020,0,0,Montserrat
21/03/2020,1,0,Montserrat
06/04/2020,102,11,Morocco
05/04/2020,211,15,Morocco
04/04/2020,0,0,Morocco
03/04/2020,54,5,Morocco
02/04/2020,37,3,Morocco
01/04/2020,61,3,Morocco
31/03/2020,77,7,Morocco
30/03/2020,121,3,Morocco
29/03/2020,13,0,Morocco
28/03/2020,70,13,Morocco
27/03/2020,50,4,Morocco
26/03/2020,55,1,Morocco
25/03/2020,36,1,Morocco
24/03/2020,19,0,Morocco
23/03/2020,19,1,Morocco
22/03/2020,10,0,Morocco
21/03/2020,23,1,Morocco
20/03/2020,9,0,Morocco
19/03/2020,10,0,Morocco
18/03/2020,7,1,Morocco
17/03/2020,9,0,Morocco
16/03/2020,10,0,Morocco
15/03/2020,11,0,Morocco
14/03/2020,1,0,Morocco
13/03/2020,1,0,Morocco
12/03/2020,3,1,Morocco
06/03/2020,1,0,Morocco
03/03/2020,1,0,Morocco
06/04/2020,0,0,Mozambique
05/04/2020,0,0,Mozambique
04/04/2020,0,0,Mozambique
03/04/2020,0,0,Mozambique
02/04/2020,2,0,Mozambique
01/04/2020,0,0,Mozambique
31/03/2020,0,0,Mozambique
30/03/2020,0,0,Mozambique
29/03/2020,1,0,Mozambique
28/03/2020,0,0,Mozambique
27/03/2020,2,0,Mozambique
26/03/2020,4,0,Mozambique
25/03/2020,0,0,Mozambique
